transaction_id,date,branch,product_category,product_name,unit_price,quantity_sold,total_sales,payment_method,customer_gender,customer_age,satisfaction_rating,promo_status,daily_ad_spend
TRX00209,2026-02-17,Malang,Accessories,Phone Case,88000,5,440000,Cash,M,29.0,4.0,Regular,1649000
TRX00292,2026-02-18,Jakarta,Smartphone,Smartphone MaxEdge,4849000,2,9698000,Credit Card,F,35.0,5.0,Regular,1812000
TRX01261,2026-02-18,Jakarta,Home Appliances,2-Door Refrigerator,5684000,5,28420000,Credit Card,M,42.0,4.0,Regular,1477000
TRX01011,2026-02-18,Surabaya,Smartphone,Smartphone Z5,4455000,1,4455000,Debit Card,M,18.0,3.0,Regular,1968000
TRX01673,2026-02-18,Bandung,Smartphone,Smartphone NovaLite,2833000,5,14165000,E-Wallet,M,27.0,5.0,Regular,2421000
TRX00744,2026-02-18,Bandung,Home Appliances,TV LED 32in,3062000,4,12248000,Cash,M,46.0,3.0,Regular,255000
TRX01429,2026-02-18,Jakarta,Accessories,Bluetooth Earphones,158000,2,316000,Debit Card,M,19.0,5.0,Regular,1064000
TRX01123,2026-02-18,Surabaya,Accessories,Bluetooth Earphones,290000,1,290000,E-Wallet,M,27.0,2.0,Regular,1930000
TRX00618,2026-02-18,Jakarta,Smartphone,Smartphone Z5,6098000,2,12196000,Credit Card,M,53.0,5.0,Regular,1438000
TRX01701,2026-02-18,Bandung,Laptop,Laptop ProBook,14807000,3,44421000,Debit Card,F,35.0,4.0,Regular,1407000
TRX00206,2026-02-18,Bandung,Smartphone,Smartphone NovaLite,6198000,1,6198000,Debit Card,F,28.0,2.0,Regular,821000
TRX00509,2026-02-18,Surabaya,Home Appliances,Rice Cooker,1728000,5,8640000,Credit Card,F,24.0,4.0,Regular,453000
TRX01322,2026-02-19,Malang,Home Appliances,Electric Fan,4644000,5,23220000,E-Wallet,F,47.0,4.0,Regular,2574000
TRX00779,2026-02-19,Surabaya,Laptop,Laptop X1,7277000,2,14554000,E-Wallet,M,28.0,5.0,Regular,2247000
TRX01640,2026-02-19,Surabaya,Laptop,Laptop A14,9947000,5,49735000,E-Wallet,M,42.0,,Regular,2666000
TRX01491,2026-02-19,Jakarta,Smartphone,Smartphone MaxEdge,4663000,5,23315000,Cash,M,29.0,1.0,Regular,1222000
TRX02106,2026-02-19,Surabaya,Accessories,Wireless Mouse,121000,1,121000,E-Wallet,M,35.0,4.0,Regular,1318000
TRX00281,2026-02-19,Surabaya,Accessories,Powerbank 10000mAh,212000,5,1060000,Credit Card,F,35.0,5.0,Regular,1999000
TRX00890,2026-02-19,Malang,Smartphone,Smartphone NovaLite,3110000,4,12440000,Cash,M,24.0,4.0,Regular,2607000
TRX00505,2026-02-19,Malang,Laptop,Laptop UltraSlim,6278000,2,12556000,E-Wallet,M,35.0,4.0,Regular,266000
TRX00216,2026-02-19,Jakarta,Accessories,Wireless Mouse,413000,5,2065000,E-Wallet,M,24.0,5.0,Regular,1888000
TRX00039,2026-02-20,Malang,Smartphone,Smartphone Air,7796000,1,7796000,E-Wallet,M,30.0,4.0,Regular,2327000
TRX00399,2026-02-20,Surabaya,Laptop,Laptop UltraSlim,7599000,5,37995000,Debit Card,F,24.0,4.0,Regular,1029000
TRX00143,2026-02-20,Surabaya,Laptop,Laptop UltraSlim,6364000,3,19092000,Credit Card,M,37.0,3.0,Regular,2767000
TRX00413,2026-02-20,Jakarta,Home Appliances,TV LED 32in,3129000,5,15645000,Credit Card,F,35.0,5.0,Regular,926000
TRX01551,2026-02-20,Bandung,Laptop,Laptop A14,11079000,3,33237000,E-Wallet,M,37.0,5.0,Regular,2365000
TRX02000,2026-02-20,Malang,Laptop,Laptop A14,8165000,4,32660000,Debit Card,F,26.0,5.0,Regular,932000
TRX01192,2026-02-20,Jakarta,Home Appliances,TV LED 32in,1869000,4,7476000,Credit Card,F,28.0,3.0,Regular,1089000
TRX02045,2026-02-20,Jakarta,Smartphone,Smartphone Air,5464000,2,10928000,E-Wallet,F,18.0,5.0,Regular,1361000
TRX00152,2026-02-20,Malang,Smartphone,Smartphone Z5,5783000,3,17349000,E-Wallet,F,57.0,4.0,Regular,2061000
TRX01028,2026-02-20,Surabaya,Accessories,Phone Case,282000,4,1128000,Cash,F,40.0,2.0,Regular,823000
TRX00111,2026-02-20,Jakarta,Accessories,Phone Case,250000,5,1250000,Cash,F,41.0,,Regular,1627000
TRX02111,2026-02-20,Surabaya,Smartphone,Smartphone Z5,7433000,1,7433000,Credit Card,M,23.0,5.0,Regular,2239000
TRX01999,2026-02-20,Malang,Smartphone,Smartphone Air,3517000,2,7034000,Debit Card,M,18.0,2.0,Regular,399000
TRX00314,2026-02-20,Bandung,Home Appliances,Electric Fan,837000,2,1674000,E-Wallet,F,30.0,4.0,Regular,819000
TRX02109,2026-02-20,Malang,Laptop,Laptop X1,11284000,1,11284000,Credit Card,F,41.0,4.0,Regular,646000
TRX00950,2026-02-20,Surabaya,Accessories,Phone Case,74000,5,370000,Debit Card,M,22.0,5.0,Regular,2635000
TRX01794,2026-02-20,Jakarta,Smartphone,Smartphone MaxEdge,6787000,2,13574000,E-Wallet,F,51.0,5.0,Regular,767000
TRX02110,2026-02-21,Malang,Accessories,Wireless Mouse,161000,2,322000,Cash,M,25.0,4.0,Regular,2898000
TRX00450,2026-02-21,Malang,Laptop,Laptop UltraSlim,6721000,4,26884000,E-Wallet,F,23.0,4.0,Regular,1356000
TRX01917,2026-02-21,Bandung,Smartphone,Smartphone Z5,1625000,3,4875000,E-Wallet,F,39.0,2.0,Regular,1427000
TRX01993,2026-02-21,Bandung,Home Appliances,Electric Fan,1640000,2,3280000,Debit Card,F,41.0,5.0,Regular,1954000
TRX01382,2026-02-21,Malang,Laptop,Laptop A14,5535000,2,11070000,Cash,M,27.0,4.0,Regular,2087000
TRX01410,2026-02-21,Jakarta,Smartphone,Smartphone NovaLite,5879000,2,11758000,E-Wallet,M,18.0,4.0,Regular,1176000
TRX00573,2026-02-21,Jakarta,Laptop,Laptop X1,10938000,2,21876000,Debit Card,M,40.0,4.0,Regular,2520000
TRX01209,2026-02-21,Surabaya,Accessories,Wireless Mouse,184000,1,184000,Debit Card,F,35.0,3.0,Regular,1703000
TRX00534,2026-02-21,Jakarta,Smartphone,Smartphone Air,2673000,5,13365000,E-Wallet,M,18.0,4.0,Regular,2814000
TRX00814,2026-02-21,Surabaya,Smartphone,Smartphone MaxEdge,3333000,1,3333000,Debit Card,M,20.0,4.0,Regular,1911000
TRX02193,2026-02-21,Surabaya,Laptop,Laptop UltraSlim,9899000,5,49495000,Debit Card,F,23.0,5.0,Regular,1787000
TRX00299,2026-02-21,Surabaya,Home Appliances,TV LED 32in,3343000,3,10029000,E-Wallet,M,38.0,4.0,Regular,1889000
TRX02041,2026-02-22,Surabaya,Smartphone,Smartphone Z5,2324000,2,4648000,Debit Card,M,38.0,,Regular,517000
TRX01114,2026-02-22,Surabaya,Laptop,Laptop UltraSlim,12103000,5,60515000,Cash,M,28.0,4.0,Regular,2031000
TRX00096,2026-02-22,Malang,Home Appliances,Electric Fan,2576000,4,10304000,Credit Card,M,47.0,3.0,Regular,215000
TRX02197,2026-02-22,Jakarta,Home Appliances,Electric Fan,4716000,3,14148000,E-Wallet,F,26.0,5.0,Regular,2533000
TRX00481,2026-02-22,Bandung,Laptop,Laptop ProBook,8793000,2,17586000,Debit Card,F,46.0,4.0,Regular,2006000
TRX00855,2026-02-22,Bandung,Smartphone,Smartphone Air,3042000,3,9126000,E-Wallet,F,29.0,5.0,Regular,345000
TRX00342,2026-02-22,Malang,Laptop,Laptop ProBook,8343000,3,25029000,Debit Card,M,36.0,4.0,Regular,2268000
TRX00841,2026-02-22,Malang,Smartphone,Smartphone MaxEdge,6718000,5,33590000,Cash,M,34.0,5.0,Regular,2278000
TRX00495,2026-02-22,Jakarta,Smartphone,Smartphone NovaLite,4993000,4,19972000,E-Wallet,F,36.0,4.0,Regular,224000
TRX00660,2026-02-22,Bandung,Smartphone,Smartphone Z5,1673000,4,6692000,E-Wallet,F,30.0,5.0,Regular,2495000
TRX01230,2026-02-22,Surabaya,Smartphone,Smartphone Air,7790000,1,7790000,E-Wallet,F,,4.0,Regular,2980000
TRX02186,2026-02-22,Jakarta,Home Appliances,TV LED 32in,5709000,4,22836000,Debit Card,F,26.0,,Regular,2520000
TRX01483,2026-02-22,Malang,Home Appliances,TV LED 32in,4710000,4,18840000,Credit Card,M,54.0,5.0,Regular,968000
TRX01561,2026-02-22,Jakarta,Smartphone,Smartphone Z5,7093000,3,21279000,Debit Card,F,21.0,5.0,Regular,2851000
TRX00638,2026-02-23,Malang,Accessories,Phone Case,290000,5,1450000,Debit Card,M,52.0,4.0,Regular,2162000
TRX00419,2026-02-23,Malang,Home Appliances,Rice Cooker,3504000,3,10512000,E-Wallet,M,18.0,2.0,Regular,2882000
TRX01338,2026-02-23,Jakarta,Accessories,Phone Case,141000,4,564000,E-Wallet,M,26.0,4.0,Regular,2531000
TRX01646,2026-02-23,Jakarta,Accessories,Wireless Mouse,116000,1,116000,E-Wallet,F,26.0,2.0,Regular,2956000
TRX01581,2026-02-23,Jakarta,Laptop,Laptop A14,7600000,2,15200000,E-Wallet,F,31.0,5.0,Regular,2723000
TRX01820,2026-02-23,Jakarta,Smartphone,Smartphone MaxEdge,1805000,4,7220000,Cash,F,40.0,4.0,Regular,1084000
TRX00796,2026-02-23,Malang,Smartphone,Smartphone MaxEdge,5077000,5,25385000,Credit Card,F,,5.0,Regular,1418000
TRX01451,2026-02-23,Surabaya,Laptop,Laptop A14,6028000,2,12056000,Debit Card,M,22.0,4.0,Regular,680000
TRX01862,2026-02-23,Bandung,Home Appliances,2-Door Refrigerator,3711000,4,14844000,E-Wallet,F,39.0,,Regular,2426000
TRX00154,2026-02-23,Jakarta,Laptop,Laptop X1,14148000,1,14148000,Cash,F,45.0,,Regular,2364000
TRX01907,2026-02-23,Surabaya,Laptop,Laptop ProBook,11858000,2,23716000,Debit Card,F,34.0,,Regular,2085000
TRX01239,2026-02-23,Surabaya,Laptop,Laptop X1,11143000,3,33429000,Cash,F,30.0,,Regular,2982000
TRX00271,2026-02-23,Malang,Accessories,Powerbank 10000mAh,333000,2,666000,Cash,F,18.0,5.0,Regular,2771000
TRX01367,2026-02-24,Jakarta,Accessories,Powerbank 10000mAh,307000,1,307000,Credit Card,F,46.0,4.0,Regular,948000
TRX01316,2026-02-24,Malang,Smartphone,Smartphone NovaLite,5942000,2,11884000,Credit Card,M,27.0,4.0,Regular,1320000
TRX01601,2026-02-24,Jakarta,Smartphone,Smartphone NovaLite,6104000,2,12208000,Credit Card,M,32.0,3.0,Regular,2226000
TRX00928,2026-02-24,Surabaya,Laptop,Laptop ProBook,9420000,4,37680000,E-Wallet,F,37.0,5.0,Regular,1103000
TRX01400,2026-02-24,Surabaya,Accessories,Phone Case,147000,1,147000,E-Wallet,M,40.0,4.0,Regular,1490000
TRX00442,2026-02-24,Malang,Laptop,Laptop X1,10827000,3,32481000,Debit Card,M,39.0,5.0,Regular,1418000
TRX01403,2026-02-24,Bandung,Smartphone,Smartphone Air,6476000,1,6476000,Debit Card,F,35.0,,Regular,2233000
TRX01823,2026-02-24,Malang,Smartphone,Smartphone Air,2447000,2,4894000,E-Wallet,F,40.0,3.0,Regular,1940000
TRX00971,2026-02-24,Bandung,Home Appliances,TV LED 32in,1715000,2,3430000,E-Wallet,M,34.0,4.0,Regular,1230000
TRX01476,2026-02-24,Jakarta,Laptop,Laptop X1,10073000,2,20146000,E-Wallet,M,24.0,5.0,Regular,503000
TRX00353,2026-02-24,Bandung,Smartphone,Smartphone Z5,4642000,1,4642000,E-Wallet,F,41.0,5.0,Regular,1150000
TRX02052,2026-02-24,Surabaya,Accessories,Phone Case,440000,1,440000,Debit Card,M,18.0,4.0,Regular,536000
TRX00190,2026-02-24,Surabaya,Smartphone,Smartphone Z5,7850000,1,7850000,Credit Card,M,22.0,5.0,Regular,1129000
TRX00307,2026-02-24,Bandung,Laptop,Laptop ProBook,10325000,3,30975000,Credit Card,F,23.0,5.0,Regular,1940000
TRX00802,2026-02-24,Malang,Accessories,Powerbank 10000mAh,273000,3,819000,Debit Card,F,38.0,3.0,Regular,1076000
TRX00263,2026-02-24,Jakarta,Home Appliances,TV LED 32in,5039000,5,25195000,Debit Card,M,43.0,5.0,Regular,970000
TRX02021,2026-02-24,Malang,Laptop,Laptop X1,5048000,5,25240000,E-Wallet,M,22.0,4.0,Regular,371000
TRX02187,2026-02-25,Jakarta,Home Appliances,Electric Fan,3830000,1,3830000,Credit Card,M,41.0,4.0,Regular,2629000
TRX00136,2026-02-25,Malang,Smartphone,Smartphone MaxEdge,6395000,4,25580000,E-Wallet,M,34.0,4.0,Regular,559000
TRX00952,2026-02-25,Malang,Laptop,Laptop A14,5469000,4,21876000,Debit Card,M,46.0,5.0,Regular,2160000
TRX00239,2026-02-25,Bandung,Laptop,Laptop UltraSlim,6403000,5,32015000,Debit Card,F,30.0,3.0,Regular,235000
TRX02127,2026-02-25,Jakarta,Home Appliances,Electric Fan,2561000,1,2561000,E-Wallet,F,41.0,2.0,Regular,2609000
TRX01105,2026-02-25,Surabaya,Smartphone,Smartphone NovaLite,5812000,5,29060000,Debit Card,M,36.0,,Regular,478000
TRX01155,2026-02-25,Bandung,Smartphone,Smartphone Air,3479000,3,10437000,Cash,F,46.0,5.0,Regular,1180000
TRX02089,2026-02-25,Malang,Smartphone,Smartphone NovaLite,4694000,2,9388000,Credit Card,F,32.0,,Regular,2397000
TRX01838,2026-02-25,Malang,Laptop,Laptop A14,12144000,4,48576000,Debit Card,F,31.0,5.0,Regular,2852000
TRX00226,2026-02-25,Bandung,Smartphone,Smartphone Air,3116000,5,15580000,Debit Card,F,43.0,1.0,Regular,2498000
TRX01779,2026-02-25,Surabaya,Smartphone,Smartphone Z5,7178000,4,28712000,Credit Card,M,33.0,4.0,Regular,2988000
TRX01391,2026-02-25,Bandung,Smartphone,Smartphone NovaLite,1575000,2,3150000,Cash,M,31.0,4.0,Regular,2489000
TRX01186,2026-02-25,Malang,Smartphone,Smartphone Air,5614000,3,16842000,Credit Card,M,27.0,5.0,Regular,1043000
TRX01821,2026-02-26,Bandung,Accessories,Wireless Mouse,450000,1,450000,Debit Card,F,36.0,4.0,Regular,1085000
TRX00749,2026-02-26,Surabaya,Smartphone,Smartphone Air,7528000,5,37640000,Debit Card,M,33.0,4.0,Regular,788000
TRX00748,2026-02-26,Jakarta,Smartphone,Smartphone MaxEdge,5190000,4,20760000,E-Wallet,F,43.0,2.0,Regular,1310000
TRX00088,2026-02-26,Bandung,Home Appliances,TV LED 32in,5576000,1,5576000,Credit Card,F,,3.0,Regular,2470000
TRX00400,2026-02-26,Jakarta,Smartphone,Smartphone Air,6230000,5,31150000,Debit Card,M,44.0,4.0,Regular,1133000
TRX00526,2026-02-26,Jakarta,Smartphone,Smartphone MaxEdge,7568000,3,22704000,E-Wallet,M,42.0,,Regular,2342000
TRX00333,2026-02-26,Malang,Smartphone,Smartphone NovaLite,4110000,2,8220000,E-Wallet,F,32.0,4.0,Regular,2898000
TRX01014,2026-02-26,Jakarta,Accessories,Bluetooth Earphones,442000,1,442000,E-Wallet,M,27.0,4.0,Regular,2442000
TRX01060,2026-02-26,Malang,Accessories,Phone Case,433000,1,433000,Cash,F,21.0,,Regular,1611000
TRX01034,2026-02-26,Bandung,Smartphone,Smartphone NovaLite,4214000,4,16856000,Cash,M,18.0,3.0,Regular,2220000
TRX01462,2026-02-26,Jakarta,Smartphone,Smartphone MaxEdge,2630000,5,13150000,E-Wallet,F,41.0,4.0,Regular,1778000
TRX00447,2026-02-26,Malang,Smartphone,Smartphone Z5,3320000,1,3320000,Credit Card,F,28.0,5.0,Regular,1160000
TRX00968,2026-02-27,Bandung,Accessories,Phone Case,90000,2,180000,Debit Card,M,28.0,4.0,Regular,1435000
TRX01435,2026-02-27,Bandung,Home Appliances,Electric Fan,1377000,1,1377000,Cash,M,27.0,5.0,Regular,1327000
TRX01439,2026-02-27,Malang,Laptop,Laptop A14,7384000,2,14768000,Credit Card,M,39.0,4.0,Regular,2466000
TRX00988,2026-02-27,Surabaya,Laptop,Laptop X1,7077000,1,7077000,Debit Card,M,35.0,5.0,Regular,889000
TRX00799,2026-02-27,Malang,Accessories,Bluetooth Earphones,373000,1,373000,Cash,M,36.0,5.0,Regular,1654000
TRX01177,2026-02-27,Surabaya,Smartphone,Smartphone MaxEdge,7297000,1,7297000,Credit Card,F,30.0,5.0,Regular,1183000
TRX00309,2026-02-27,Bandung,Laptop,Laptop UltraSlim,11724000,5,58620000,Credit Card,M,,2.0,Regular,1185000
TRX01604,2026-02-27,Jakarta,Home Appliances,TV LED 32in,2701000,4,10804000,Debit Card,F,32.0,5.0,Regular,2408000
TRX00525,2026-02-27,Surabaya,Accessories,Wireless Mouse,113000,3,339000,Cash,F,40.0,5.0,Regular,810000
TRX01586,2026-02-27,Jakarta,Accessories,Bluetooth Earphones,420000,3,1260000,E-Wallet,F,42.0,5.0,Regular,449000
TRX02016,2026-02-27,Jakarta,Smartphone,Smartphone NovaLite,7643000,3,22929000,Debit Card,M,45.0,4.0,Regular,1731000
TRX00403,2026-02-27,Surabaya,Smartphone,Smartphone Air,6701000,1,6701000,Cash,M,33.0,4.0,Regular,1751000
TRX01576,2026-02-27,Surabaya,Smartphone,Smartphone MaxEdge,1666000,4,6664000,Credit Card,F,32.0,,Regular,1647000
TRX02167,2026-02-27,Malang,Accessories,Bluetooth Earphones,175000,3,525000,Debit Card,F,34.0,2.0,Regular,1948000
TRX00338,2026-02-27,Surabaya,Laptop,Laptop ProBook,6809000,3,20427000,E-Wallet,M,18.0,5.0,Regular,1418000
TRX01527,2026-02-27,Surabaya,Laptop,Laptop A14,8516000,4,34064000,E-Wallet,F,46.0,5.0,Regular,1367000
TRX00554,2026-02-27,Malang,Smartphone,Smartphone Air,7740000,4,30960000,Debit Card,M,22.0,5.0,Regular,2884000
TRX01756,2026-02-27,Bandung,Smartphone,Smartphone Z5,6409000,4,25636000,Debit Card,M,39.0,4.0,Regular,553000
TRX00368,2026-02-27,Malang,Laptop,Laptop UltraSlim,11236000,2,22472000,Credit Card,F,27.0,5.0,Regular,725000
TRX00167,2026-02-28,Malang,Accessories,Bluetooth Earphones,165000,3,495000,Debit Card,M,39.0,5.0,Regular,1638000
TRX02152,2026-02-28,Surabaya,Smartphone,Smartphone NovaLite,7051000,3,21153000,Debit Card,M,,4.0,Regular,1552000
TRX00595,2026-02-28,Jakarta,Home Appliances,TV LED 32in,2046000,5,10230000,Debit Card,M,33.0,5.0,Regular,1748000
TRX02130,2026-02-28,Surabaya,Accessories,Powerbank 10000mAh,415000,5,2075000,E-Wallet,M,28.0,3.0,Regular,1794000
TRX01950,2026-02-28,Malang,Accessories,Wireless Mouse,84000,2,168000,Debit Card,M,36.0,4.0,Regular,866000
TRX01388,2026-02-28,Jakarta,Smartphone,Smartphone MaxEdge,7883000,5,39415000,Debit Card,F,30.0,,Regular,2032000
TRX00607,2026-02-28,Malang,Accessories,Bluetooth Earphones,140000,5,700000,Cash,M,39.0,3.0,Regular,2077000
TRX01404,2026-02-28,Jakarta,Smartphone,Smartphone Z5,6054000,4,24216000,E-Wallet,M,47.0,4.0,Regular,1723000
TRX02083,2026-02-28,Surabaya,Accessories,Powerbank 10000mAh,360000,4,1440000,Debit Card,F,41.0,5.0,Regular,1207000
TRX00066,2026-02-28,Bandung,Smartphone,Smartphone Air,2600000,3,7800000,E-Wallet,F,,,Regular,329000
TRX01249,2026-02-28,Malang,Accessories,Wireless Mouse,291000,2,582000,E-Wallet,M,23.0,3.0,Regular,278000
TRX01504,2026-02-28,Jakarta,Smartphone,Smartphone MaxEdge,4497000,3,13491000,E-Wallet,M,36.0,,Regular,2704000
TRX00321,2026-02-28,Jakarta,Accessories,Bluetooth Earphones,449000,4,1796000,E-Wallet,M,25.0,4.0,Regular,1880000
TRX01145,2026-03-01,Surabaya,Laptop,Laptop X1,13026000,2,26052000,Credit Card,M,33.0,4.0,Promo Period,4082000
TRX00254,2026-03-01,Surabaya,Smartphone,Smartphone Air,6337000,4,25348000,Debit Card,F,28.0,3.0,Promo Period,2947000
TRX01095,2026-03-01,Surabaya,Smartphone,Smartphone NovaLite,7695000,4,30780000,Cash,F,28.0,3.0,Promo Period,2313000
TRX01915,2026-03-01,Malang,Smartphone,Smartphone MaxEdge,2111000,5,10555000,Cash,M,42.0,4.0,Promo Period,4347000
TRX02151,2026-03-01,Bandung,Laptop,Laptop ProBook,8171000,3,24513000,Debit Card,F,31.0,5.0,Promo Period,1666000
TRX02069,2026-03-01,Malang,Accessories,Bluetooth Earphones,122000,5,610000,Debit Card,F,33.0,4.0,Promo Period,2906000
TRX01514,2026-03-01,Jakarta,Home Appliances,TV LED 32in,4689000,3,14067000,Cash,M,41.0,5.0,Promo Period,1801000
TRX02092,2026-03-01,Malang,Smartphone,Smartphone MaxEdge,3458000,4,13832000,Debit Card,M,28.0,1.0,Promo Period,3985000
TRX00632,2026-03-01,Malang,Smartphone,Smartphone MaxEdge,7796000,4,31184000,Credit Card,F,24.0,4.0,Promo Period,429000
TRX00077,2026-03-01,Surabaya,Laptop,Laptop UltraSlim,13159000,2,26318000,Debit Card,F,24.0,3.0,Promo Period,2870000
TRX00646,2026-03-01,Jakarta,Home Appliances,TV LED 32in,4984000,4,19936000,Debit Card,M,33.0,4.0,Promo Period,4531000
TRX01069,2026-03-02,Surabaya,Laptop,Laptop X1,5001000,6,30006000,Credit Card,M,18.0,4.0,Promo Period,4437000
TRX01905,2026-03-02,Malang,Laptop,Laptop UltraSlim,14203000,5,71015000,E-Wallet,F,,5.0,Promo Period,787000
TRX00294,2026-03-02,Malang,Laptop,Laptop UltraSlim,7060000,3,21180000,Debit Card,M,31.0,3.0,Promo Period,1206000
TRX01777,2026-03-02,Malang,Smartphone,Smartphone Air,2731000,5,13655000,Credit Card,M,,5.0,Promo Period,543000
TRX01030,2026-03-02,Malang,Home Appliances,Electric Fan,5569000,3,16707000,E-Wallet,M,32.0,3.0,Promo Period,4665000
TRX00487,2026-03-02,Surabaya,Home Appliances,Rice Cooker,2080000,5,10400000,E-Wallet,F,31.0,4.0,Promo Period,463000
TRX00371,2026-03-02,Bandung,Smartphone,Smartphone NovaLite,5735000,6,34410000,Debit Card,F,25.0,5.0,Promo Period,1188000
TRX00169,2026-03-02,Surabaya,Smartphone,Smartphone Z5,2106000,3,6318000,Debit Card,F,32.0,3.0,Promo Period,1537000
TRX00738,2026-03-02,Surabaya,Accessories,Powerbank 10000mAh,136000,3,408000,Cash,F,35.0,5.0,Promo Period,2809000
TRX01494,2026-03-02,Malang,Home Appliances,Electric Fan,1443000,4,5772000,Debit Card,F,42.0,3.0,Promo Period,4515000
TRX02160,2026-03-02,Malang,Laptop,Laptop A14,5035000,4,20140000,Credit Card,F,29.0,4.0,Promo Period,4390000
TRX01511,2026-03-02,Bandung,Smartphone,Smartphone Z5,5104000,2,10208000,Debit Card,F,21.0,4.0,Promo Period,4626000
TRX00627,2026-03-03,Surabaya,Smartphone,Smartphone MaxEdge,3748000,3,11244000,E-Wallet,F,36.0,4.0,Promo Period,1195000
TRX01771,2026-03-03,Jakarta,Smartphone,Smartphone NovaLite,3535000,5,17675000,E-Wallet,M,21.0,5.0,Promo Period,1579000
TRX01142,2026-03-03,Malang,Smartphone,Smartphone Air,6987000,5,34935000,Cash,M,38.0,5.0,Promo Period,2560000
TRX01900,2026-03-03,Malang,Smartphone,Smartphone Z5,2341000,2,4682000,Credit Card,M,29.0,5.0,Promo Period,1849000
TRX01978,2026-03-03,Jakarta,Accessories,Wireless Mouse,457000,7,3199000,Credit Card,M,48.0,4.0,Promo Period,4034000
TRX01176,2026-03-03,Malang,Accessories,Phone Case,422000,2,844000,Debit Card,F,33.0,4.0,Promo Period,2203000
TRX01974,2026-03-03,Jakarta,Home Appliances,Rice Cooker,5674000,4,22696000,Credit Card,F,35.0,,Promo Period,2755000
TRX02074,2026-03-03,Bandung,Smartphone,Smartphone NovaLite,3763000,6,22578000,E-Wallet,F,37.0,4.0,Promo Period,2287000
TRX01782,2026-03-03,Malang,Smartphone,Smartphone NovaLite,5991000,3,17973000,Debit Card,F,40.0,,Promo Period,1991000
TRX01330,2026-03-03,Jakarta,Smartphone,Smartphone MaxEdge,6660000,3,19980000,Debit Card,F,29.0,4.0,Promo Period,1772000
TRX00199,2026-03-03,Jakarta,Smartphone,Smartphone Air,6522000,3,19566000,E-Wallet,M,28.0,3.0,Promo Period,2144000
TRX01160,2026-03-03,Surabaya,Accessories,Bluetooth Earphones,392000,4,1568000,E-Wallet,M,29.0,2.0,Promo Period,1104000
TRX01592,2026-03-04,Surabaya,Smartphone,Smartphone MaxEdge,2066000,3,6198000,Debit Card,F,18.0,5.0,Promo Period,3390000
TRX00139,2026-03-04,Malang,Laptop,Laptop ProBook,5024000,1,5024000,Credit Card,M,47.0,5.0,Promo Period,1255000
TRX01357,2026-03-04,Jakarta,Home Appliances,2-Door Refrigerator,3581000,5,17905000,Debit Card,M,38.0,5.0,Promo Period,2208000
TRX01647,2026-03-04,Malang,Smartphone,Smartphone NovaLite,3509000,7,24563000,Cash,F,25.0,4.0,Promo Period,2616000
TRX01793,2026-03-04,Jakarta,Smartphone,Smartphone Z5,2229000,5,11145000,Cash,M,44.0,4.0,Promo Period,687000
TRX00268,2026-03-04,Malang,Smartphone,Smartphone Air,2780000,7,19460000,E-Wallet,M,42.0,4.0,Promo Period,2622000
TRX00197,2026-03-04,Malang,Accessories,Bluetooth Earphones,222000,3,666000,E-Wallet,M,34.0,4.0,Promo Period,2350000
TRX01236,2026-03-04,Jakarta,Laptop,Laptop UltraSlim,11425000,4,45700000,E-Wallet,M,31.0,4.0,Promo Period,1772000
TRX01312,2026-03-04,Bandung,Smartphone,Smartphone Air,7567000,4,30268000,Debit Card,F,35.0,4.0,Promo Period,3875000
TRX00991,2026-03-04,Surabaya,Laptop,Laptop ProBook,13860000,3,41580000,Debit Card,F,28.0,4.0,Promo Period,1198000
TRX02030,2026-03-04,Bandung,Smartphone,Smartphone NovaLite,7959000,4,31836000,Debit Card,F,37.0,4.0,Promo Period,4510000
TRX01383,2026-03-04,Malang,Accessories,Phone Case,427000,4,1708000,E-Wallet,M,,5.0,Promo Period,4792000
TRX01407,2026-03-04,Bandung,Laptop,Laptop A14,11590000,5,57950000,E-Wallet,F,21.0,2.0,Promo Period,1815000
TRX01711,2026-03-04,Malang,Laptop,Laptop UltraSlim,11544000,2,23088000,Credit Card,F,30.0,4.0,Promo Period,2406000
TRX01372,2026-03-04,Bandung,Smartphone,Smartphone Z5,5899000,4,23596000,E-Wallet,F,28.0,2.0,Promo Period,3750000
TRX01757,2026-03-05,Jakarta,Smartphone,Smartphone NovaLite,4802000,5,24010000,Debit Card,M,39.0,4.0,Promo Period,3180000
TRX01363,2026-03-05,Malang,Smartphone,Smartphone Z5,2206000,5,11030000,E-Wallet,M,43.0,4.0,Promo Period,3409000
TRX00979,2026-03-05,Surabaya,Smartphone,Smartphone NovaLite,2157000,5,10785000,Credit Card,M,31.0,4.0,Promo Period,3522000
TRX00044,2026-03-06,Jakarta,Laptop,Laptop A14,14943000,6,89658000,E-Wallet,F,20.0,3.0,Promo Period,3624000
TRX01831,2026-03-06,Surabaya,Smartphone,Smartphone MaxEdge,6280000,5,31400000,E-Wallet,F,36.0,4.0,Promo Period,1493000
TRX01685,2026-03-06,Malang,Smartphone,Smartphone Z5,5228000,6,31368000,Debit Card,F,38.0,4.0,Promo Period,1057000
TRX00521,2026-03-06,Malang,Accessories,Phone Case,233000,4,932000,Credit Card,M,21.0,3.0,Promo Period,1971000
